-4,4,-4,4,94,7,21.0021560546794,-6.72359828452779,35.9044236250641
-4,4,-4,4,94,14,14.0191247301266,-7.21070413788801,35.9032370596871
-4,4,-4,4,102,0,28.3677349638462,-6.18299272063071,30.4084030251244
-4,4,-4,4,102,7,21.4524968821365,-6.66061761262997,29.4330278481724
-4,4,-4,4,102,14,14.5372588004268,-7.13824250462924,28.4576526712203
-4,4,-4,4,110,0,29.5097955641894,-6.07703461056759,25.0183230669062
-4,4,-4,4,110,7,22.7969479686164,-6.53588211597339,23.0877438467256
-4,4,-4,4,110,14,16.0841003730434,-6.99472962137919,21.157164626545
-4,4,-4,12,70,0,32.1135284216235,-11.2050604118508,51.9218227399661
-4,4,-4,12,70,7,25.8621018387604,-12.5726719833068,54.7589523226063
-4,4,-4,12,70,14,19.6106752558973,-13.9402835547627,57.5960819052465
-4,4,-4,12,78,0,30.2618493282697,-11.5208723879533,46.7410854543169
-4,4,-4,12,78,7,23.6822770832932,-12.9444506387186,48.6601096951964
-4,4,-4,12,78,14,17.1027048383167,-14.3680288894839,50.579133936076
-4,4,-4,12,86,0,29.1328164690644,-11.6803302085533,41.3495782904327
-4,4,-4,12,86,7,22.3531624515706,-13.132166807273,42.3131455655606
-4,4,-4,12,86,14,15.5735084340767,-14.5840034059927,43.2767128406886
-4,4,-4,12,94,0,28.7484051843565,-11.6803302085533,35.8522408025101
-4,4,-4,12,94,7,21.9006276480536,-13.132166807273,35.8415963709176
-4,4,-4,12,94,14,15.0528501117508,-14.5840034059927,35.8309519393251
-4,4,-4,12,102,0,29.1160976025412,-11.5208723879533,30.3560724116228
-4,4,-4,12,102,7,22.333480747942,-12.9444506387186,29.3714234550629
-4,4,-4,12,102,14,15.5508638933428,-14.3680288894839,28.386774498503
-4,4,-4,12,110,0,30.2287370089427,-11.2050604118508,24.9680497837005
-4,4,-4,12,110,7,23.6432967580095,-12.5726719833068,23.0285613740911
-4,4,-4,12,110,14,17.0578565070764,-13.9402835547627,21.0890729644817
-4,4,-4,20,70,0,33.5374179336918,-16.1828789785154,51.8222546858274
-4,4,-4,20,70,7,27.5383262010687,-18.4326356124183,54.641739296848
-4,4,-4,20,70,14,21.5392344684455,-20.6823922463212,57.4612239078687
-4,4,-4,20,78,0,31.7440085781473,-16.7023978997734,46.6374427831803
-4,4,-4,20,78,7,25.4270974660606,-19.0442211779498,48.5380999684154
-4,4,-4,20,78,14,19.1101863539738,-21.3860444561262,50.4387571536505
-4,4,-4,20,86,0,30.6443969128838,-16.9647101653391,41.2438782890003
-4,4,-4,20,86,7,24.1326179107503,-19.3530191614638,42.1887139183047
-4,4,-4,20,86,14,17.6208389086169,-21.7413281575886,43.1335495476092
-4,4,-4,20,94,0,30.2599856281758,-16.9647101653391,35.7465408010777
-4,4,-4,20,94,7,23.6800831072334,-19.3530191614638,35.7171647236617
-4,4,-4,20,94,14,17.1001805862909,-21.7413281575886,35.6877886462457
-4,4,-4,20,102,0,30.5982568524189,-16.7023978997734,30.2524297404863
-4,4,-4,20,102,7,24.0783011307094,-19.0442211779498,29.2494137282819
-4,4,-4,20,102,14,17.5583454089999,-21.3860444561262,28.2463977160776
-4,4,-4,20,110,0,31.652626521011,-16.1828789785154,24.8684817295618
-4,4,-4,20,110,7,25.3195211203178,-18.4326356124183,22.9113483483328
-4,4,-4,20,110,14,18.9864157196246,-20.6823922463212,20.9542149671039
-4,4,4,-20,70,0,26.630160411434,9.20723160410288,46.9561298891456
-4,4,4,-20,70,7,20.2970550107408,11.4569882380058,48.9132632703745
-4,4,4,-20,70,14,13.9639496100476,13.7067448719087,50.8703966516034
-4,4,4,-20,78,0,25.5757907428419,9.72675052536082,41.5721818782211
-4,4,4,-20,78,7,19.0558350211324,12.0685738035373,42.5751978904254
-4,4,4,-20,78,14,12.5358792994229,14.4103970817137,43.5782139026298
-4,4,4,-20,86,0,25.2375195185988,9.98906279092652,36.0780708176297
-4,4,4,-20,86,7,18.6576169976563,12.3773717870513,36.1074468950457
-4,4,4,-20,86,14,12.0777144767139,14.7656807831761,36.1368229724617
-4,4,4,-20,94,0,25.6219308033068,9.98906279092652,30.5807333297071
-4,4,4,-20,94,7,19.1101518011733,12.3773717870513,29.6358977004026
-4,4,4,-20,94,14,12.5983727990398,14.7656807831761,28.6910620710982
-4,4,4,-20,102,0,26.7215424685703,9.72675052536082,25.187168835527
